country,attained_grade,age_group,adminregion,year,adminregionname,category,literacy_rate
Burkina Faso,5,30to39,SSA,2010,Sub-Saharan Africa (excluding high income),FemUrb,0.4305506944656372
Burkina Faso,5,40to49,SSA,2010,Sub-Saharan Africa (excluding high income),FemUrb,0.2974945604801178
Azerbaijan,5,15to19,ECA,2006,Europe and Central Asia (excluding high income),FemUrb,0.971283495426178
Azerbaijan,5,20to29,ECA,2006,Europe and Central Asia (excluding high income),FemUrb,0.9873935580253601
Azerbaijan,5,30to39,ECA,2006,Europe and Central Asia (excluding high income),FemUrb,0.9896312355995178
Azerbaijan,5,40to49,ECA,2006,Europe and Central Asia (excluding high income),FemUrb,0.9871740937232971
Bulgaria,5,15to19,ECA,2001,Europe and Central Asia (excluding high income),FemUrb,0.9278959631919861
Bulgaria,5,20to29,ECA,2001,Europe and Central Asia (excluding high income),FemUrb,0.9517027735710144
Bulgaria,5,30to39,ECA,2001,Europe and Central Asia (excluding high income),FemUrb,0.9770609140396118
Bulgaria,5,40to49,ECA,2001,Europe and Central Asia (excluding high income),FemUrb,0.979721188545227
Bangladesh,6,15to19,SAS,2019,South Asia (excluding high income),FemUrb,0.8323599100112915
Bangladesh,6,20to29,SAS,2019,South Asia (excluding high income),FemUrb,0.7244901657104492
Bangladesh,6,30to39,SAS,2019,South Asia (excluding high income),FemUrb,0.5926185250282288
Bangladesh,6,40to49,SAS,2019,South Asia (excluding high income),FemUrb,0.44486165046691895
Benin,6,15to19,SSA,2017,Sub-Saharan Africa (excluding high income),FemUrb,0.5807267427444458
Benin,6,20to29,SSA,2017,Sub-Saharan Africa (excluding high income),FemUrb,0.4441835284233093
Benin,6,30to39,SSA,2017,Sub-Saharan Africa (excluding high income),FemUrb,0.23050105571746826
Benin,6,40to49,SSA,2017,Sub-Saharan Africa (excluding high income),FemUrb,0.17479440569877625
Albania,6,15to19,ECA,2017,Europe and Central Asia (excluding high income),FemUrb,0.9605122208595276
Albania,6,20to29,ECA,2017,Europe and Central Asia (excluding high income),FemUrb,0.9610379934310913
Albania,6,30to39,ECA,2017,Europe and Central Asia (excluding high income),FemUrb,0.9424943327903748
Albania,6,40to49,ECA,2017,Europe and Central Asia (excluding high income),FemUrb,0.9765546321868896
Burundi,6,15to19,SSA,2016,Sub-Saharan Africa (excluding high income),FemUrb,0.7188554406166077
Burundi,6,20to29,SSA,2016,Sub-Saharan Africa (excluding high income),FemUrb,0.7393140196800232
Burundi,6,30to39,SSA,2016,Sub-Saharan Africa (excluding high income),FemUrb,0.6346756815910339
Burundi,6,40to49,SSA,2016,Sub-Saharan Africa (excluding high income),FemUrb,0.5975633263587952
Afghanistan,6,15to19,SAS,2015,South Asia (excluding high income),FemUrb,0.624401330947876
Afghanistan,6,20to29,SAS,2015,South Asia (excluding high income),FemUrb,0.4027464687824249
Afghanistan,6,30to39,SAS,2015,South Asia (excluding high income),FemUrb,0.17467555403709412
Afghanistan,6,40to49,SAS,2015,South Asia (excluding high income),FemUrb,0.1711195707321167
Armenia,6,15to19,ECA,2015,Europe and Central Asia (excluding high income),FemUrb,0.9932298064231873
Armenia,6,20to29,ECA,2015,Europe and Central Asia (excluding high income),FemUrb,0.9984848499298096
Armenia,6,30to39,ECA,2015,Europe and Central Asia (excluding high income),FemUrb,0.9997707605361938
Armenia,6,40to49,ECA,2015,Europe and Central Asia (excluding high income),FemUrb,0.9979086518287659
Angola,6,15to19,SSA,2015,Sub-Saharan Africa (excluding high income),FemUrb,0.755061686038971
Angola,6,20to29,SSA,2015,Sub-Saharan Africa (excluding high income),FemUrb,0.7096807956695557
Angola,6,30to39,SSA,2015,Sub-Saharan Africa (excluding high income),FemUrb,0.532467246055603
Angola,6,40to49,SSA,2015,Sub-Saharan Africa (excluding high income),FemUrb,0.41029638051986694
Burkina Faso,6,15to19,SSA,2010,Sub-Saharan Africa (excluding high income),FemUrb,0.5224233865737915
Burkina Faso,6,20to29,SSA,2010,Sub-Saharan Africa (excluding high income),FemUrb,0.45785975456237793
Burkina Faso,6,30to39,SSA,2010,Sub-Saharan Africa (excluding high income),FemUrb,0.3478691577911377
Burkina Faso,6,40to49,SSA,2010,Sub-Saharan Africa (excluding high income),FemUrb,0.2419637143611908
Azerbaijan,6,15to19,ECA,2006,Europe and Central Asia (excluding high income),FemUrb,0.9637315273284912
Azerbaijan,6,20to29,ECA,2006,Europe and Central Asia (excluding high income),FemUrb,0.9817140102386475
Azerbaijan,6,30to39,ECA,2006,Europe and Central Asia (excluding high income),FemUrb,0.9894718527793884
Azerbaijan,6,40to49,ECA,2006,Europe and Central Asia (excluding high income),FemUrb,0.982824444770813
Bulgaria,6,15to19,ECA,2001,Europe and Central Asia (excluding high income),FemUrb,0.9278959631919861
Bulgaria,6,20to29,ECA,2001,Europe and Central Asia (excluding high income),FemUrb,0.9455108642578125
Bulgaria,6,30to39,ECA,2001,Europe and Central Asia (excluding high income),FemUrb,0.9713261723518372
Bulgaria,6,40to49,ECA,2001,Europe and Central Asia (excluding high income),FemUrb,0.9689480066299438
Bangladesh,7,15to19,SAS,2019,South Asia (excluding high income),FemUrb,0.792154848575592
Bangladesh,7,20to29,SAS,2019,South Asia (excluding high income),FemUrb,0.6763982772827148
Bangladesh,7,30to39,SAS,2019,South Asia (excluding high income),FemUrb,0.5566221475601196
Bangladesh,7,40to49,SAS,2019,South Asia (excluding high income),FemUrb,0.419418066740036
Benin,7,15to19,SSA,2017,Sub-Saharan Africa (excluding high income),FemUrb,0.49749675393104553
Benin,7,20to29,SSA,2017,Sub-Saharan Africa (excluding high income),FemUrb,0.3908299207687378
Benin,7,30to39,SSA,2017,Sub-Saharan Africa (excluding high income),FemUrb,0.2062162309885025
Benin,7,40to49,SSA,2017,Sub-Saharan Africa (excluding high income),FemUrb,0.14273475110530853
Albania,7,15to19,ECA,2017,Europe and Central Asia (excluding high income),FemUrb,0.9597893953323364
Albania,7,20to29,ECA,2017,Europe and Central Asia (excluding high income),FemUrb,0.9592403769493103
Albania,7,30to39,ECA,2017,Europe and Central Asia (excluding high income),FemUrb,0.9374157786369324
Albania,7,40to49,ECA,2017,Europe and Central Asia (excluding high income),FemUrb,0.975674033164978
Burundi,7,15to19,SSA,2016,Sub-Saharan Africa (excluding high income),FemUrb,0.5733562111854553
Burundi,7,20to29,SSA,2016,Sub-Saharan Africa (excluding high income),FemUrb,0.6490997672080994
Burundi,7,30to39,SSA,2016,Sub-Saharan Africa (excluding high income),FemUrb,0.4605625569820404
Burundi,7,40to49,SSA,2016,Sub-Saharan Africa (excluding high income),FemUrb,0.4043378233909607
Afghanistan,7,15to19,SAS,2015,South Asia (excluding high income),FemUrb,0.5658421516418457
Afghanistan,7,20to29,SAS,2015,South Asia (excluding high income),FemUrb,0.3684091866016388
Afghanistan,7,30to39,SAS,2015,South Asia (excluding high income),FemUrb,0.15078343451023102
Afghanistan,7,40to49,SAS,2015,South Asia (excluding high income),FemUrb,0.14908748865127563
Armenia,7,15to19,ECA,2015,Europe and Central Asia (excluding high income),FemUrb,0.9932298064231873
Armenia,7,20to29,ECA,2015,Europe and Central Asia (excluding high income),FemUrb,0.9984848499298096
Armenia,7,30to39,ECA,2015,Europe and Central Asia (excluding high income),FemUrb,0.9997707605361938
Armenia,7,40to49,ECA,2015,Europe and Central Asia (excluding high income),FemUrb,0.9979086518287659
Angola,7,15to19,SSA,2015,Sub-Saharan Africa (excluding high income),FemUrb,0.6119585633277893
Angola,7,20to29,SSA,2015,Sub-Saharan Africa (excluding high income),FemUrb,0.6356647610664368
Angola,7,30to39,SSA,2015,Sub-Saharan Africa (excluding high income),FemUrb,0.4477118253707886
Angola,7,40to49,SSA,2015,Sub-Saharan Africa (excluding high income),FemUrb,0.34346434473991394
Burkina Faso,7,15to19,SSA,2010,Sub-Saharan Africa (excluding high income),FemUrb,0.4142914116382599
Burkina Faso,7,20to29,SSA,2010,Sub-Saharan Africa (excluding high income),FemUrb,0.36930906772613525
Burkina Faso,7,30to39,SSA,2010,Sub-Saharan Africa (excluding high income),FemUrb,0.2923608720302582
Burkina Faso,7,40to49,SSA,2010,Sub-Saharan Africa (excluding high income),FemUrb,0.2008049637079239
Azerbaijan,7,15to19,ECA,2006,Europe and Central Asia (excluding high income),FemUrb,0.9565366506576538
Azerbaijan,7,20to29,ECA,2006,Europe and Central Asia (excluding high income),FemUrb,0.9736226797103882
Azerbaijan,7,30to39,ECA,2006,Europe and Central Asia (excluding high income),FemUrb,0.9869226813316345
Azerbaijan,7,40to49,ECA,2006,Europe and Central Asia (excluding high income),FemUrb,0.9808920621871948
Bulgaria,7,15to19,ECA,2001,Europe and Central Asia (excluding high income),FemUrb,0.8829787373542786
Bulgaria,7,20to29,ECA,2001,Europe and Central Asia (excluding high income),FemUrb,0.9362229108810425
Bulgaria,7,30to39,ECA,2001,Europe and Central Asia (excluding high income),FemUrb,0.9612902998924255
Bulgaria,7,40to49,ECA,2001,Europe and Central Asia (excluding high income),FemUrb,0.9562737345695496
Bangladesh,8,15to19,SAS,2019,South Asia (excluding high income),FemUrb,0.7034655213356018
Bangladesh,8,20to29,SAS,2019,South Asia (excluding high income),FemUrb,0.6075884699821472
Bangladesh,8,30to39,SAS,2019,South Asia (excluding high income),FemUrb,0.4957113564014435
Bangladesh,8,40to49,SAS,2019,South Asia (excluding high income),FemUrb,0.3760180175304413
Benin,8,15to19,SSA,2017,Sub-Saharan Africa (excluding high income),FemUrb,0.41239696741104126
Benin,8,20to29,SSA,2017,Sub-Saharan Africa (excluding high income),FemUrb,0.3537907898426056
Benin,8,30to39,SSA,2017,Sub-Saharan Africa (excluding high income),FemUrb,0.18651531636714935
Benin,8,40to49,SSA,2017,Sub-Saharan Africa (excluding high income),FemUrb,0.11461888253688812
Albania,8,15to19,ECA,2017,Europe and Central Asia (excluding high income),FemUrb,0.9587516784667969
Albania,8,20to29,ECA,2017,Europe and Central Asia (excluding high income),FemUrb,0.9577959775924683
Albania,8,30to39,ECA,2017,Europe and Central Asia (excluding high income),FemUrb,0.9328051805496216
Albania,8,40to49,ECA,2017,Europe and Central Asia (excluding high income),FemUrb,0.9737119674682617
Burundi,8,15to19,SSA,2016,Sub-Saharan Africa (excluding high income),FemUrb,0.4332699477672577
Burundi,8,20to29,SSA,2016,Sub-Saharan Africa (excluding high income),FemUrb,0.6164484024047852
Burundi,8,30to39,SSA,2016,Sub-Saharan Africa (excluding high income),FemUrb,0.4244944453239441
Burundi,8,40to49,SSA,2016,Sub-Saharan Africa (excluding high income),FemUrb,0.4024682343006134
Afghanistan,8,15to19,SAS,2015,South Asia (excluding high income),FemUrb,0.47522127628326416
Afghanistan,8,20to29,SAS,2015,South Asia (excluding high income),FemUrb,0.342799574136734
Afghanistan,8,30to39,SAS,2015,South Asia (excluding high income),FemUrb,0.13954569399356842
Afghanistan,8,40to49,SAS,2015,South Asia (excluding high income),FemUrb,0.13482524454593658
Armenia,8,15to19,ECA,2015,Europe and Central Asia (excluding high income),FemUrb,0.9932298064231873
Armenia,8,20to29,ECA,2015,Europe and Central Asia (excluding high income),FemUrb,0.9984848499298096
Armenia,8,30to39,ECA,2015,Europe and Central Asia (excluding high income),FemUrb,0.9992207288742065
Armenia,8,40to49,ECA,2015,Europe and Central Asia (excluding high income),FemUrb,0.9979086518287659
Angola,8,15to19,SSA,2015,Sub-Saharan Africa (excluding high income),FemUrb,0.44783464074134827
Angola,8,20to29,SSA,2015,Sub-Saharan Africa (excluding high income),FemUrb,0.5497226119041443
Angola,8,30to39,SSA,2015,Sub-Saharan Africa (excluding high income),FemUrb,0.3830844759941101
Angola,8,40to49,SSA,2015,Sub-Saharan Africa (excluding high income),FemUrb,0.2871072292327881
Burkina Faso,8,15to19,SSA,2010,Sub-Saharan Africa (excluding high income),FemUrb,0.32771849632263184
Burkina Faso,8,20to29,SSA,2010,Sub-Saharan Africa (excluding high income),FemUrb,0.3327884078025818
Burkina Faso,8,30to39,SSA,2010,Sub-Saharan Africa (excluding high income),FemUrb,0.2654261291027069
Burkina Faso,8,40to49,SSA,2010,Sub-Saharan Africa (excluding high income),FemUrb,0.1856367588043213
Azerbaijan,8,15to19,ECA,2006,Europe and Central Asia (excluding high income),FemUrb,0.9497219324111938
Azerbaijan,8,20to29,ECA,2006,Europe and Central Asia (excluding high income),FemUrb,0.9698334336280823
Azerbaijan,8,30to39,ECA,2006,Europe and Central Asia (excluding high income),FemUrb,0.9846177697181702
Azerbaijan,8,40to49,ECA,2006,Europe and Central Asia (excluding high income),FemUrb,0.9778121113777161
Bulgaria,8,15to19,ECA,2001,Europe and Central Asia (excluding high income),FemUrb,0.8014184236526489
Bulgaria,8,20to29,ECA,2001,Europe and Central Asia (excluding high income),FemUrb,0.8947368264198303
Bulgaria,8,30to39,ECA,2001,Europe and Central Asia (excluding high income),FemUrb,0.915412187576294
Bulgaria,8,40to49,ECA,2001,Europe and Central Asia (excluding high income),FemUrb,0.9290241003036499
Bangladesh,9,15to19,SAS,2019,South Asia (excluding high income),FemUrb,0.5862999558448792
Bangladesh,9,20to29,SAS,2019,South Asia (excluding high income),FemUrb,0.5201661586761475
Bangladesh,9,30to39,SAS,2019,South Asia (excluding high income),FemUrb,0.41674456000328064
Bangladesh,9,40to49,SAS,2019,South Asia (excluding high income),FemUrb,0.31648680567741394
Benin,9,15to19,SSA,2017,Sub-Saharan Africa (excluding high income),FemUrb,0.29743635654449463
Benin,9,20to29,SSA,2017,Sub-Saharan Africa (excluding high income),FemUrb,0.3048798143863678
Benin,9,30to39,SSA,2017,Sub-Saharan Africa (excluding high income),FemUrb,0.15725845098495483
Benin,9,40to49,SSA,2017,Sub-Saharan Africa (excluding high income),FemUrb,0.08886968344449997
Albania,9,15to19,ECA,2017,Europe and Central Asia (excluding high income),FemUrb,0.9207518100738525
Albania,9,20to29,ECA,2017,Europe and Central Asia (excluding high income),FemUrb,0.8205674290657043
Albania,9,30to39,ECA,2017,Europe and Central Asia (excluding high income),FemUrb,0.6192602515220642
Albania,9,40to49,ECA,2017,Europe and Central Asia (excluding high income),FemUrb,0.6776052117347717
Burundi,9,15to19,SSA,2016,Sub-Saharan Africa (excluding high income),FemUrb,0.2921276390552521
Burundi,9,20to29,SSA,2016,Sub-Saharan Africa (excluding high income),FemUrb,0.5831247568130493
Burundi,9,30to39,SSA,2016,Sub-Saharan Africa (excluding high income),FemUrb,0.3894023001194
Burundi,9,40to49,SSA,2016,Sub-Saharan Africa (excluding high income),FemUrb,0.37321752309799194
Afghanistan,9,15to19,SAS,2015,South Asia (excluding high income),FemUrb,0.37994351983070374
Afghanistan,9,20to29,SAS,2015,South Asia (excluding high income),FemUrb,0.32170140743255615
Afghanistan,9,30to39,SAS,2015,South Asia (excluding high income),FemUrb,0.1212683618068695
Afghanistan,9,40to49,SAS,2015,South Asia (excluding high income),FemUrb,0.126255601644516
Armenia,9,15to19,ECA,2015,Europe and Central Asia (excluding high income),FemUrb,0.9332821369171143
Armenia,9,20to29,ECA,2015,Europe and Central Asia (excluding high income),FemUrb,0.9816493391990662
Armenia,9,30to39,ECA,2015,Europe and Central Asia (excluding high income),FemUrb,0.9807353615760803
Armenia,9,40to49,ECA,2015,Europe and Central Asia (excluding high income),FemUrb,0.977780282497406
Angola,9,15to19,SSA,2015,Sub-Saharan Africa (excluding high income),FemUrb,0.2982425093650818
Angola,9,20to29,SSA,2015,Sub-Saharan Africa (excluding high income),FemUrb,0.4645635783672333
Angola,9,30to39,SSA,2015,Sub-Saharan Africa (excluding high income),FemUrb,0.32404792308807373
Angola,9,40to49,SSA,2015,Sub-Saharan Africa (excluding high income),FemUrb,0.22770372033119202
Burkina Faso,9,15to19,SSA,2010,Sub-Saharan Africa (excluding high income),FemUrb,0.20000076293945312
Burkina Faso,9,20to29,SSA,2010,Sub-Saharan Africa (excluding high income),FemUrb,0.2905440330505371
Burkina Faso,9,30to39,SSA,2010,Sub-Saharan Africa (excluding high income),FemUrb,0.2268441617488861
Burkina Faso,9,40to49,SSA,2010,Sub-Saharan Africa (excluding high income),FemUrb,0.168474480509758
Azerbaijan,9,15to19,ECA,2006,Europe and Central Asia (excluding high income),FemUrb,0.8815678358078003
Azerbaijan,9,20to29,ECA,2006,Europe and Central Asia (excluding high income),FemUrb,0.9096522927284241
Azerbaijan,9,30to39,ECA,2006,Europe and Central Asia (excluding high income),FemUrb,0.8891265392303467
Azerbaijan,9,40to49,ECA,2006,Europe and Central Asia (excluding high income),FemUrb,0.9041747450828552
Bulgaria,9,15to19,ECA,2001,Europe and Central Asia (excluding high income),FemUrb,0.5921986103057861
Bulgaria,9,20to29,ECA,2001,Europe and Central Asia (excluding high income),FemUrb,0.8043343424797058
Bulgaria,9,30to39,ECA,2001,Europe and Central Asia (excluding high income),FemUrb,0.8315412402153015
Bulgaria,9,40to49,ECA,2001,Europe and Central Asia (excluding high income),FemUrb,0.8282636404037476
Bangladesh,1,15to19,SAS,2019,South Asia (excluding high income),FemRur,0.9788175821304321
Bangladesh,1,20to29,SAS,2019,South Asia (excluding high income),FemRur,0.9372456669807434
Bangladesh,1,30to39,SAS,2019,South Asia (excluding high income),FemRur,0.7909775376319885
Bangladesh,1,40to49,SAS,2019,South Asia (excluding high income),FemRur,0.528095543384552
Benin,1,15to19,SSA,2017,Sub-Saharan Africa (excluding high income),FemRur,0.6690295338630676
Benin,1,20to29,SSA,2017,Sub-Saharan Africa (excluding high income),FemRur,0.41575220227241516
Benin,1,30to39,SSA,2017,Sub-Saharan Africa (excluding high income),FemRur,0.19756454229354858
Benin,1,40to49,SSA,2017,Sub-Saharan Africa (excluding high income),FemRur,0.126459538936615
Albania,1,15to19,ECA,2017,Europe and Central Asia (excluding high income),FemRur,0.993262529373169
Albania,1,20to29,ECA,2017,Europe and Central Asia (excluding high income),FemRur,0.982598066329956
Albania,1,30to39,ECA,2017,Europe and Central Asia (excluding high income),FemRur,0.975577175617218
Albania,1,40to49,ECA,2017,Europe and Central Asia (excluding high income),FemRur,0.9842328429222107
Burundi,1,15to19,SSA,2016,Sub-Saharan Africa (excluding high income),FemRur,0.9236612319946289
Burundi,1,20to29,SSA,2016,Sub-Saharan Africa (excluding high income),FemRur,0.6437617540359497
Burundi,1,30to39,SSA,2016,Sub-Saharan Africa (excluding high income),FemRur,0.5243368744850159
Burundi,1,40to49,SSA,2016,Sub-Saharan Africa (excluding high income),FemRur,0.2840087115764618
Afghanistan,1,15to19,SAS,2015,South Asia (excluding high income),FemRur,0.4238496422767639
Afghanistan,1,20to29,SAS,2015,South Asia (excluding high income),FemRur,0.20157314836978912
Afghanistan,1,30to39,SAS,2015,South Asia (excluding high income),FemRur,0.06205352023243904
Afghanistan,1,40to49,SAS,2015,South Asia (excluding high income),FemRur,0.05677882954478264
Armenia,1,15to19,ECA,2015,Europe and Central Asia (excluding high income),FemRur,1.0
Armenia,1,20to29,ECA,2015,Europe and Central Asia (excluding high income),FemRur,0.9968584179878235
Armenia,1,30to39,ECA,2015,Europe and Central Asia (excluding high income),FemRur,0.9983038902282715
Armenia,1,40to49,ECA,2015,Europe and Central Asia (excluding high income),FemRur,0.9955306053161621
Angola,1,15to19,SSA,2015,Sub-Saharan Africa (excluding high income),FemRur,0.7195864915847778
Angola,1,20to29,SSA,2015,Sub-Saharan Africa (excluding high income),FemRur,0.5752262473106384
Angola,1,30to39,SSA,2015,Sub-Saharan Africa (excluding high income),FemRur,0.4105037450790405
Angola,1,40to49,SSA,2015,Sub-Saharan Africa (excluding high income),FemRur,0.4764194190502167
Burkina Faso,1,15to19,SSA,2010,Sub-Saharan Africa (excluding high income),FemRur,0.3012612462043762
Burkina Faso,1,20to29,SSA,2010,Sub-Saharan Africa (excluding high income),FemRur,0.13960309326648712
Burkina Faso,1,30to39,SSA,2010,Sub-Saharan Africa (excluding high income),FemRur,0.07567519694566727
Burkina Faso,1,40to49,SSA,2010,Sub-Saharan Africa (excluding high income),FemRur,0.04148739576339722
Azerbaijan,1,15to19,ECA,2006,Europe and Central Asia (excluding high income),FemRur,0.9673226475715637
Azerbaijan,1,20to29,ECA,2006,Europe and Central Asia (excluding high income),FemRur,0.9822136759757996
Azerbaijan,1,30to39,ECA,2006,Europe and Central Asia (excluding high income),FemRur,0.9828838109970093
Azerbaijan,1,40to49,ECA,2006,Europe and Central Asia (excluding high income),FemRur,0.9718940854072571
Bulgaria,1,15to19,ECA,2001,Europe and Central Asia (excluding high income),FemRur,0.9443099498748779
Bulgaria,1,20to29,ECA,2001,Europe and Central Asia (excluding high income),FemRur,0.9437052011489868
Bulgaria,1,30to39,ECA,2001,Europe and Central Asia (excluding high income),FemRur,0.9868074059486389
Bulgaria,1,40to49,ECA,2001,Europe and Central Asia (excluding high income),FemRur,0.9238578677177429
Bangladesh,2,15to19,SAS,2019,South Asia (excluding high income),FemRur,0.975813090801239
Bangladesh,2,20to29,SAS,2019,South Asia (excluding high income),FemRur,0.9283767342567444
Bangladesh,2,30to39,SAS,2019,South Asia (excluding high income),FemRur,0.7692983150482178
Bangladesh,2,40to49,SAS,2019,South Asia (excluding high income),FemRur,0.49573367834091187
Benin,2,15to19,SSA,2017,Sub-Saharan Africa (excluding high income),FemRur,0.6541502475738525
Benin,2,20to29,SSA,2017,Sub-Saharan Africa (excluding high income),FemRur,0.3991146683692932
Benin,2,30to39,SSA,2017,Sub-Saharan Africa (excluding high income),FemRur,0.1879395991563797
Benin,2,40to49,SSA,2017,Sub-Saharan Africa (excluding high income),FemRur,0.11573594808578491
Albania,2,15to19,ECA,2017,Europe and Central Asia (excluding high income),FemRur,0.9821890592575073
Albania,2,20to29,ECA,2017,Europe and Central Asia (excluding high income),FemRur,0.9711788892745972
Albania,2,30to39,ECA,2017,Europe and Central Asia (excluding high income),FemRur,0.9641126394271851
Albania,2,40to49,ECA,2017,Europe and Central Asia (excluding high income),FemRur,0.9739401340484619
Burundi,2,15to19,SSA,2016,Sub-Saharan Africa (excluding high income),FemRur,0.9037133455276489
Burundi,2,20to29,SSA,2016,Sub-Saharan Africa (excluding high income),FemRur,0.6238865256309509
Burundi,2,30to39,SSA,2016,Sub-Saharan Africa (excluding high income),FemRur,0.507085919380188
Burundi,2,40to49,SSA,2016,Sub-Saharan Africa (excluding high income),FemRur,0.27772700786590576
Afghanistan,2,15to19,SAS,2015,South Asia (excluding high income),FemRur,0.42241621017456055
Afghanistan,2,20to29,SAS,2015,South Asia (excluding high income),FemRur,0.20075254142284393
Afghanistan,2,30to39,SAS,2015,South Asia (excluding high income),FemRur,0.06058143079280853
Afghanistan,2,40to49,SAS,2015,South Asia (excluding high income),FemRur,0.05619783326983452
Armenia,2,15to19,ECA,2015,Europe and Central Asia (excluding high income),FemRur,1.0
Armenia,2,20to29,ECA,2015,Europe and Central Asia (excluding high income),FemRur,0.9968584179878235
Armenia,2,30to39,ECA,2015,Europe and Central Asia (excluding high income),FemRur,0.9983038902282715
Armenia,2,40to49,ECA,2015,Europe and Central Asia (excluding high income),FemRur,0.9955306053161621
Angola,2,15to19,SSA,2015,Sub-Saharan Africa (excluding high income),FemRur,0.6932930946350098
Angola,2,20to29,SSA,2015,Sub-Saharan Africa (excluding high income),FemRur,0.535478949546814
Angola,2,30to39,SSA,2015,Sub-Saharan Africa (excluding high income),FemRur,0.36487528681755066
Angola,2,40to49,SSA,2015,Sub-Saharan Africa (excluding high income),FemRur,0.4073527753353119
Burkina Faso,2,15to19,SSA,2010,Sub-Saharan Africa (excluding high income),FemRur,0.28601107001304626
Burkina Faso,2,20to29,SSA,2010,Sub-Saharan Africa (excluding high income),FemRur,0.130047008395195
Burkina Faso,2,30to39,SSA,2010,Sub-Saharan Africa (excluding high income),FemRur,0.07243184000253677
Burkina Faso,2,40to49,SSA,2010,Sub-Saharan Africa (excluding high income),FemRur,0.03922340273857117
Azerbaijan,2,15to19,ECA,2006,Europe and Central Asia (excluding high income),FemRur,0.9663134813308716
Azerbaijan,2,20to29,ECA,2006,Europe and Central Asia (excluding high income),FemRur,0.9819130301475525
Azerbaijan,2,30to39,ECA,2006,Europe and Central Asia (excluding high income),FemRur,0.9827769994735718
Azerbaijan,2,40to49,ECA,2006,Europe and Central Asia (excluding high income),FemRur,0.9710914492607117
Bulgaria,2,15to19,ECA,2001,Europe and Central Asia (excluding high income),FemRur,0.9079903364181519
Bulgaria,2,20to29,ECA,2001,Europe and Central Asia (excluding high income),FemRur,0.9252814650535583
Bulgaria,2,30to39,ECA,2001,Europe and Central Asia (excluding high income),FemRur,0.9762532711029053
Bulgaria,2,40to49,ECA,2001,Europe and Central Asia (excluding high income),FemRur,0.9170897006988525
Bangladesh,3,15to19,SAS,2019,South Asia (excluding high income),FemRur,0.9675819277763367
Bangladesh,3,20to29,SAS,2019,South Asia (excluding high income),FemRur,0.9084166884422302
Bangladesh,3,30to39,SAS,2019,South Asia (excluding high income),FemRur,0.7299247980117798
Bangladesh,3,40to49,SAS,2019,South Asia (excluding high income),FemRur,0.4494161009788513
Benin,3,15to19,SSA,2017,Sub-Saharan Africa (excluding high income),FemRur,0.6094226837158203
Benin,3,20to29,SSA,2017,Sub-Saharan Africa (excluding high income),FemRur,0.3639480769634247
Benin,3,30to39,SSA,2017,Sub-Saharan Africa (excluding high income),FemRur,0.1557333767414093
Benin,3,40to49,SSA,2017,Sub-Saharan Africa (excluding high income),FemRur,0.0892648920416832
Albania,3,15to19,ECA,2017,Europe and Central Asia (excluding high income),FemRur,0.98189377784729
Albania,3,20to29,ECA,2017,Europe and Central Asia (excluding high income),FemRur,0.970645010471344
Albania,3,30to39,ECA,2017,Europe and Central Asia (excluding high income),FemRur,0.9629576206207275
Albania,3,40to49,ECA,2017,Europe and Central Asia (excluding high income),FemRur,0.9739401340484619
Burundi,3,15to19,SSA,2016,Sub-Saharan Africa (excluding high income),FemRur,0.8673113584518433
Burundi,3,20to29,SSA,2016,Sub-Saharan Africa (excluding high income),FemRur,0.5773804783821106
Burundi,3,30to39,SSA,2016,Sub-Saharan Africa (excluding high income),FemRur,0.46140581369400024
Burundi,3,40to49,SSA,2016,Sub-Saharan Africa (excluding high income),FemRur,0.259894996881485
Afghanistan,3,15to19,SAS,2015,South Asia (excluding high income),FemRur,0.40607842803001404
Afghanistan,3,20to29,SAS,2015,South Asia (excluding high income),FemRur,0.193370059132576
Afghanistan,3,30to39,SAS,2015,South Asia (excluding high income),FemRur,0.0558205172419548
Afghanistan,3,40to49,SAS,2015,South Asia (excluding high income),FemRur,0.051966018974781036
Armenia,3,15to19,ECA,2015,Europe and Central Asia (excluding high income),FemRur,1.0
Armenia,3,20to29,ECA,2015,Europe and Central Asia (excluding high income),FemRur,0.9968584179878235
Armenia,3,30to39,ECA,2015,Europe and Central Asia (excluding high income),FemRur,0.9963409900665283
Armenia,3,40to49,ECA,2015,Europe and Central Asia (excluding high income),FemRur,0.9955306053161621
Angola,3,15to19,SSA,2015,Sub-Saharan Africa (excluding high income),FemRur,0.614963948726654
Angola,3,20to29,SSA,2015,Sub-Saharan Africa (excluding high income),FemRur,0.45407572388648987
Angola,3,30to39,SSA,2015,Sub-Saharan Africa (excluding high income),FemRur,0.26712220907211304
Angola,3,40to49,SSA,2015,Sub-Saharan Africa (excluding high income),FemRur,0.29849427938461304
Burkina Faso,3,15to19,SSA,2010,Sub-Saharan Africa (excluding high income),FemRur,0.2630282938480377
Burkina Faso,3,20to29,SSA,2010,Sub-Saharan Africa (excluding high income),FemRur,0.11421574652194977
Burkina Faso,3,30to39,SSA,2010,Sub-Saharan Africa (excluding high income),FemRur,0.06218048930168152
Burkina Faso,3,40to49,SSA,2010,Sub-Saharan Africa (excluding high income),FemRur,0.03419104218482971
Azerbaijan,3,15to19,ECA,2006,Europe and Central Asia (excluding high income),FemRur,0.9602539539337158
